uniprot_id	gene_symbol	hein2024_component	hein2024_gt_component	itzhak2016_component
Q9Y4H2	IRS2	14-3-3 scaffold		
O14654	IRS4	Cell membrane		
Q9BUE6	ISCA1	Mitochondrion	Mitochondrion	
Q86U28	ISCA2	Mitochondrion	Mitochondrion	
Q9H1K1	ISCU	Mitochondrion	Mitochondrion	
Q9H9L3	ISG20L2	Nucleolus		
Q96A47	ISL2	Nucleus		
Q96CN7	ISOC1	Endoplasmic reticulum		
Q96AB3	ISOC2	Mitochondrion		
P53990	IST1	Early endosome		
Q9ULR0	ISY1	Nucleus		
Q9NPH2	ISYNA1	Cytosol		
Q96J02	ITCH	Early endosome		
